"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-2", "3436", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-2", "3437", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-2", "3438", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-1", "3439", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-3", "3440", "ReadersWriters.java:56", "Line Step", "file=ReadersWriters.java, line=56"
"Thread-2", "3441", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-1", "3442", "ReadersWriters.java:141", "Field Read", "context=Reader:2, d"
"Thread-3", "3443", "ReadersWriters.java:56", "Field Read", "context=Database:1, wr"
"Thread-2", "3444", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:3, value=<void>"
"Thread-1", "3445", "ReadersWriters.java:141", "Method Call", "caller=Reader:2#run:2, target=Database:1#done_read:2"
"Thread-1", "3446", "ReadersWriters.java:63", "Method Entered", ""
"Thread-1", "3447", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-3", "3448", "ReadersWriters.java:56", "Field Write", "context=Database:1, wr=1"
"Thread-2", "3449", "ReadersWriters.java:139", "Method Returned", ""
"Thread-2", "3450", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-1", "3451", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-3", "3452", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-2", "3453", "ReadersWriters.java:140", "Field Read", "context=Reader:3, d"
"Thread-3", "3454", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-2", "3455", "ReadersWriters.java:140", "Method Call", "caller=Reader:3#run:3, target=Database:1#read:3"
"Thread-2", "3456", "ReadersWriters.java:120", "Method Entered", ""
"Thread-2", "3457", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-3", "3458", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-2", "3459", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-3", "3460", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-2", "3461", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:3, result=55555"
"Thread-2", "3462", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:3, value=55555"
"Thread-3", "3463", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-2", "3464", "ReadersWriters.java:140", "Method Returned", ""
"Thread-2", "3465", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-3", "3466", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=4"
"Thread-3", "3467", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-3", "3468", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-3", "3469", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-2", "3470", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-4", "3471", "ReadersWriters.java:56", "Line Step", "file=ReadersWriters.java, line=56"
"Thread-3", "3472", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-2", "3473", "ReadersWriters.java:141", "Field Read", "context=Reader:3, d"
"Thread-4", "3474", "ReadersWriters.java:56", "Field Read", "context=Database:1, wr"
"Thread-3", "3475", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:4, value=<void>"
"Thread-2", "3476", "ReadersWriters.java:141", "Method Call", "caller=Reader:3#run:3, target=Database:1#done_read:3"
"Thread-2", "3477", "ReadersWriters.java:63", "Method Entered", ""
"Thread-2", "3478", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-4", "3479", "ReadersWriters.java:56", "Field Write", "context=Database:1, wr=0"
"Thread-3", "3480", "ReadersWriters.java:139", "Method Returned", ""
"Thread-3", "3481", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-2", "3482", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-4", "3483", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-3", "3484", "ReadersWriters.java:140", "Field Read", "context=Reader:4, d"
"Thread-4", "3485", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-3", "3486", "ReadersWriters.java:140", "Method Call", "caller=Reader:4#run:4, target=Database:1#read:4"
"Thread-3", "3487", "ReadersWriters.java:120", "Method Entered", ""
"Thread-3", "3488", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-4", "3489", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-3", "3490", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-4", "3491", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-3", "3492", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:4, result=55555"
"Thread-3", "3493", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:4, value=55555"
"Thread-4", "3494", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-3", "3495", "ReadersWriters.java:140", "Method Returned", ""
"Thread-3", "3496", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-4", "3497", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=5"
"Thread-3", "3498", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-3", "3499", "ReadersWriters.java:141", "Field Read", "context=Reader:4, d"
"Thread-4", "3500", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-4", "3501", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-3", "3502", "ReadersWriters.java:141", "Method Call", "caller=Reader:4#run:4, target=Database:1#done_read:4"
"Thread-3", "3503", "ReadersWriters.java:63", "Method Entered", ""
"Thread-3", "3504", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-4", "3505", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-0", "3506", "ReadersWriters.java:66", "Line Step", "file=ReadersWriters.java, line=66"
"Thread-3", "3507", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-4", "3508", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-0", "3509", "ReadersWriters.java:66", "Field Read", "context=Database:1, r"
"Thread-4", "3510", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:5, value=<void>"
"Thread-0", "3511", "ReadersWriters.java:66", "Field Write", "context=Database:1, r=4"
"Thread-4", "3512", "ReadersWriters.java:139", "Method Returned", ""
"Thread-4", "3513", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-0", "3514", "ReadersWriters.java:67", "Line Step", "file=ReadersWriters.java, line=67"
"Thread-0", "3515", "ReadersWriters.java:67", "Field Read", "context=Database:1, ww"
"Thread-4", "3516", "ReadersWriters.java:140", "Field Read", "context=Reader:5, d"
"Thread-0", "3517", "ReadersWriters.java:73", "Line Step", "file=ReadersWriters.java, line=73"
"Thread-4", "3518", "ReadersWriters.java:140", "Method Call", "caller=Reader:5#run:5, target=Database:1#read:5"
"Thread-4", "3519", "ReadersWriters.java:120", "Method Entered", ""
"Thread-4", "3520", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-4", "3521", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-0", "3522", "ReadersWriters.java:73", "Field Read", "context=Database:1, s2_r"
"Thread-4", "3523", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:5, result=55555"
"Thread-4", "3524", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:5, value=55555"
"Thread-4", "3525", "ReadersWriters.java:140", "Method Returned", ""
"Thread-4", "3526", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-0", "3527", "ReadersWriters.java:77", "Line Step", "file=ReadersWriters.java, line=77"
"Thread-4", "3528", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-0", "3529", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-4", "3530", "ReadersWriters.java:141", "Field Read", "context=Reader:5, d"
"Thread-0", "3531", "ReadersWriters.java:80", "Field Read", "context=Database:1, s1"
"Thread-4", "3532", "ReadersWriters.java:141", "Method Call", "caller=Reader:5#run:5, target=Database:1#done_read:5"
"Thread-4", "3533", "ReadersWriters.java:63", "Method Entered", ""
"Thread-4", "3534", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-1", "3535", "ReadersWriters.java:66", "Line Step", "file=ReadersWriters.java, line=66"
"Thread-0", "3536", "ReadersWriters.java:81", "Line Step", "file=ReadersWriters.java, line=81"
"Thread-4", "3537", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-1", "3538", "ReadersWriters.java:66", "Field Read", "context=Database:1, r"
"Thread-0", "3539", "ReadersWriters.java:81", "Method Exit", "returner=Database:1#done_read:1, value=<void>"
"Thread-1", "3540", "ReadersWriters.java:66", "Field Write", "context=Database:1, r=3"
"Thread-0", "3541", "ReadersWriters.java:141", "Method Returned", ""
"Thread-0", "3542", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-1", "3543", "ReadersWriters.java:67", "Line Step", "file=ReadersWriters.java, line=67"
"Thread-0", "3544", "ReadersWriters.java:138", "Variable Write", "context=Reader:1#run:1, i=1"
"Thread-0", "3545", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-1", "3546", "ReadersWriters.java:67", "Field Read", "context=Database:1, ww"
"Thread-0", "3547", "ReadersWriters.java:139", "Field Read", "context=Reader:1, d"
"Thread-1", "3548", "ReadersWriters.java:73", "Line Step", "file=ReadersWriters.java, line=73"
"Thread-0", "3549", "ReadersWriters.java:139", "Method Call", "caller=Reader:1#run:1, target=Database:1#request_read:6"
"Thread-0", "3550", "ReadersWriters.java:48", "Method Entered", ""
"Thread-0", "3551", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-1", "3552", "ReadersWriters.java:73", "Field Read", "context=Database:1, s2_r"
"Thread-0", "3553", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-1", "3554", "ReadersWriters.java:77", "Line Step", "file=ReadersWriters.java, line=77"
"Thread-1", "3555", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-1", "3556", "ReadersWriters.java:80", "Field Read", "context=Database:1, s1"
"Thread-1", "3557", "ReadersWriters.java:81", "Line Step", "file=ReadersWriters.java, line=81"
"Thread-2", "3558", "ReadersWriters.java:66", "Line Step", "file=ReadersWriters.java, line=66"
"Thread-2", "3559", "ReadersWriters.java:66", "Field Read", "context=Database:1, r"
"Thread-1", "3560", "ReadersWriters.java:81", "Method Exit", "returner=Database:1#done_read:2, value=<void>"
"Thread-2", "3561", "ReadersWriters.java:66", "Field Write", "context=Database:1, r=2"
"Thread-1", "3562", "ReadersWriters.java:141", "Method Returned", ""
"Thread-1", "3563", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-2", "3564", "ReadersWriters.java:67", "Line Step", "file=ReadersWriters.java, line=67"
"Thread-1", "3565", "ReadersWriters.java:138", "Variable Write", "context=Reader:2#run:2, i=1"
"Thread-1", "3566", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-2", "3567", "ReadersWriters.java:67", "Field Read", "context=Database:1, ww"
"Thread-1", "3568", "ReadersWriters.java:139", "Field Read", "context=Reader:2, d"
"Thread-2", "3569", "ReadersWriters.java:73", "Line Step", "file=ReadersWriters.java, line=73"
"Thread-2", "3570", "ReadersWriters.java:73", "Field Read", "context=Database:1, s2_r"
"Thread-1", "3571", "ReadersWriters.java:139", "Method Call", "caller=Reader:2#run:2, target=Database:1#request_read:7"
"Thread-1", "3572", "ReadersWriters.java:48", "Method Entered", ""
"Thread-1", "3573", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-2", "3574", "ReadersWriters.java:77", "Line Step", "file=ReadersWriters.java, line=77"
"Thread-1", "3575", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-2", "3576", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-2", "3577", "ReadersWriters.java:80", "Field Read", "context=Database:1, s1"
"Thread-2", "3578", "ReadersWriters.java:81", "Line Step", "file=ReadersWriters.java, line=81"
"Thread-3", "3579", "ReadersWriters.java:66", "Line Step", "file=ReadersWriters.java, line=66"
"Thread-2", "3580", "ReadersWriters.java:81", "Method Exit", "returner=Database:1#done_read:3, value=<void>"
"Thread-3", "3581", "ReadersWriters.java:66", "Field Read", "context=Database:1, r"
"Thread-2", "3582", "ReadersWriters.java:141", "Method Returned", ""
"Thread-2", "3583", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-3", "3584", "ReadersWriters.java:66", "Field Write", "context=Database:1, r=1"
"Thread-2", "3585", "ReadersWriters.java:138", "Variable Write", "context=Reader:3#run:3, i=1"
"Thread-2", "3586", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-3", "3587", "ReadersWriters.java:67", "Line Step", "file=ReadersWriters.java, line=67"
"Thread-2", "3588", "ReadersWriters.java:139", "Field Read", "context=Reader:3, d"
"Thread-3", "3589", "ReadersWriters.java:67", "Field Read", "context=Database:1, ww"
"Thread-2", "3590", "ReadersWriters.java:139", "Method Call", "caller=Reader:3#run:3, target=Database:1#request_read:8"
"Thread-2", "3591", "ReadersWriters.java:48", "Method Entered", ""
"Thread-2", "3592", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-2", "3593", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-3", "3594", "ReadersWriters.java:73", "Line Step", "file=ReadersWriters.java, line=73"
"Thread-3", "3595", "ReadersWriters.java:73", "Field Read", "context=Database:1, s2_r"
"Thread-3", "3596", "ReadersWriters.java:77", "Line Step", "file=ReadersWriters.java, line=77"
"Thread-3", "3597", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-3", "3598", "ReadersWriters.java:80", "Field Read", "context=Database:1, s1"
"Thread-3", "3599", "ReadersWriters.java:81", "Line Step", "file=ReadersWriters.java, line=81"
"Thread-4", "3600", "ReadersWriters.java:66", "Line Step", "file=ReadersWriters.java, line=66"
"Thread-3", "3601", "ReadersWriters.java:81", "Method Exit", "returner=Database:1#done_read:4, value=<void>"
"Thread-4", "3602", "ReadersWriters.java:66", "Field Read", "context=Database:1, r"
"Thread-3", "3603", "ReadersWriters.java:141", "Method Returned", ""
"Thread-3", "3604", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-4", "3605", "ReadersWriters.java:66", "Field Write", "context=Database:1, r=0"
"Thread-3", "3606", "ReadersWriters.java:138", "Variable Write", "context=Reader:4#run:4, i=1"
"Thread-3", "3607", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-4", "3608", "ReadersWriters.java:67", "Line Step", "file=ReadersWriters.java, line=67"
"Thread-3", "3609", "ReadersWriters.java:139", "Field Read", "context=Reader:4, d"
"Thread-4", "3610", "ReadersWriters.java:67", "Field Read", "context=Database:1, ww"
"Thread-3", "3611", "ReadersWriters.java:139", "Method Call", "caller=Reader:4#run:4, target=Database:1#request_read:9"
"Thread-3", "3612", "ReadersWriters.java:48", "Method Entered", ""
"Thread-3", "3613", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-4", "3614", "ReadersWriters.java:73", "Line Step", "file=ReadersWriters.java, line=73"
"Thread-3", "3615", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-4", "3616", "ReadersWriters.java:73", "Field Read", "context=Database:1, s2_r"
"Thread-4", "3617", "ReadersWriters.java:77", "Line Step", "file=ReadersWriters.java, line=77"
"Thread-4", "3618", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-4", "3619", "ReadersWriters.java:80", "Field Read", "context=Database:1, s1"
"Thread-4", "3620", "ReadersWriters.java:81", "Line Step", "file=ReadersWriters.java, line=81"
"Thread-0", "3621", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-4", "3622", "ReadersWriters.java:81", "Method Exit", "returner=Database:1#done_read:5, value=<void>"
"Thread-0", "3623", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-4", "3624", "ReadersWriters.java:141", "Method Returned", ""
"Thread-4", "3625", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-0", "3626", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-4", "3627", "ReadersWriters.java:138", "Variable Write", "context=Reader:5#run:5, i=1"
"Thread-4", "3628", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-0", "3629", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-4", "3630", "ReadersWriters.java:139", "Field Read", "context=Reader:5, d"
"Thread-0", "3631", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-4", "3632", "ReadersWriters.java:139", "Method Call", "caller=Reader:5#run:5, target=Database:1#request_read:10"
"Thread-4", "3633", "ReadersWriters.java:48", "Method Entered", ""
"Thread-4", "3634", "ReadersWriters.java:50", "Line Step", "file=ReadersWriters.java, line=50"
"Thread-0", "3635", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=1"
"Thread-4", "3636", "ReadersWriters.java:50", "Field Read", "context=Database:1, s1"
"Thread-0", "3637", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-0", "3638", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-0", "3639", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-1", "3640", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-0", "3641", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-1", "3642", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-0", "3643", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:6, value=<void>"
"Thread-1", "3644", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-0", "3645", "ReadersWriters.java:139", "Method Returned", ""
"Thread-0", "3646", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-1", "3647", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-0", "3648", "ReadersWriters.java:140", "Field Read", "context=Reader:1, d"
"Thread-1", "3649", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-0", "3650", "ReadersWriters.java:140", "Method Call", "caller=Reader:1#run:1, target=Database:1#read:6"
"Thread-0", "3651", "ReadersWriters.java:120", "Method Entered", ""
"Thread-0", "3652", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-1", "3653", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=2"
"Thread-0", "3654", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-1", "3655", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-0", "3656", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:6, result=55555"
"Thread-0", "3657", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:6, value=55555"
"Thread-1", "3658", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-0", "3659", "ReadersWriters.java:140", "Method Returned", ""
"Thread-0", "3660", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-1", "3661", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-2", "3662", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-0", "3663", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-1", "3664", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-2", "3665", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-0", "3666", "ReadersWriters.java:141", "Field Read", "context=Reader:1, d"
"Thread-1", "3667", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:7, value=<void>"
"Thread-2", "3668", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-0", "3669", "ReadersWriters.java:141", "Method Call", "caller=Reader:1#run:1, target=Database:1#done_read:6"
"Thread-0", "3670", "ReadersWriters.java:63", "Method Entered", ""
"Thread-0", "3671", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-1", "3672", "ReadersWriters.java:139", "Method Returned", ""
"Thread-1", "3673", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-2", "3674", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-0", "3675", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-1", "3676", "ReadersWriters.java:140", "Field Read", "context=Reader:2, d"
"Thread-2", "3677", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-1", "3678", "ReadersWriters.java:140", "Method Call", "caller=Reader:2#run:2, target=Database:1#read:7"
"Thread-1", "3679", "ReadersWriters.java:120", "Method Entered", ""
"Thread-1", "3680", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-2", "3681", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=3"
"Thread-1", "3682", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-2", "3683", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-1", "3684", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:7, result=55555"
"Thread-1", "3685", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:7, value=55555"
"Thread-2", "3686", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-1", "3687", "ReadersWriters.java:140", "Method Returned", ""
"Thread-1", "3688", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-2", "3689", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-3", "3690", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-2", "3691", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-3", "3692", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-1", "3693", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-2", "3694", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:8, value=<void>"
"Thread-3", "3695", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-1", "3696", "ReadersWriters.java:141", "Field Read", "context=Reader:2, d"
"Thread-2", "3697", "ReadersWriters.java:139", "Method Returned", ""
"Thread-2", "3698", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-3", "3699", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-1", "3700", "ReadersWriters.java:141", "Method Call", "caller=Reader:2#run:2, target=Database:1#done_read:7"
"Thread-1", "3701", "ReadersWriters.java:63", "Method Entered", ""
"Thread-1", "3702", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-2", "3703", "ReadersWriters.java:140", "Field Read", "context=Reader:3, d"
"Thread-3", "3704", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-1", "3705", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-2", "3706", "ReadersWriters.java:140", "Method Call", "caller=Reader:3#run:3, target=Database:1#read:8"
"Thread-2", "3707", "ReadersWriters.java:120", "Method Entered", ""
"Thread-2", "3708", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-3", "3709", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=4"
"Thread-2", "3710", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-3", "3711", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-2", "3712", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:8, result=55555"
"Thread-2", "3713", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:8, value=55555"
"Thread-3", "3714", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-2", "3715", "ReadersWriters.java:140", "Method Returned", ""
"Thread-2", "3716", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-3", "3717", "ReadersWriters.java:60", "Line Step", "file=ReadersWriters.java, line=60"
"Thread-4", "3718", "ReadersWriters.java:51", "Line Step", "file=ReadersWriters.java, line=51"
"Thread-3", "3719", "ReadersWriters.java:61", "Line Step", "file=ReadersWriters.java, line=61"
"Thread-4", "3720", "ReadersWriters.java:51", "Field Read", "context=Database:1, w"
"Thread-3", "3721", "ReadersWriters.java:61", "Method Exit", "returner=Database:1#request_read:9, value=<void>"
"Thread-4", "3722", "ReadersWriters.java:51", "Field Read", "context=Database:1, ww"
"Thread-3", "3723", "ReadersWriters.java:139", "Method Returned", ""
"Thread-3", "3724", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
"Thread-2", "3725", "ReadersWriters.java:141", "Line Step", "file=ReadersWriters.java, line=141"
"Thread-4", "3726", "ReadersWriters.java:58", "Line Step", "file=ReadersWriters.java, line=58"
"Thread-3", "3727", "ReadersWriters.java:140", "Field Read", "context=Reader:4, d"
"Thread-2", "3728", "ReadersWriters.java:141", "Field Read", "context=Reader:3, d"
"Thread-4", "3729", "ReadersWriters.java:58", "Field Read", "context=Database:1, r"
"Thread-3", "3730", "ReadersWriters.java:140", "Method Call", "caller=Reader:4#run:4, target=Database:1#read:9"
"Thread-3", "3731", "ReadersWriters.java:120", "Method Entered", ""
"Thread-3", "3732", "ReadersWriters.java:121", "Line Step", "file=ReadersWriters.java, line=121"
"Thread-2", "3733", "ReadersWriters.java:141", "Method Call", "caller=Reader:3#run:3, target=Database:1#done_read:8"
"Thread-2", "3734", "ReadersWriters.java:63", "Method Entered", ""
"Thread-2", "3735", "ReadersWriters.java:65", "Line Step", "file=ReadersWriters.java, line=65"
"Thread-4", "3736", "ReadersWriters.java:58", "Field Write", "context=Database:1, r=5"
"Thread-3", "3737", "ReadersWriters.java:121", "Field Read", "context=Database:1, data"
"Thread-2", "3738", "ReadersWriters.java:65", "Field Read", "context=Database:1, s1"
"Thread-4", "3739", "ReadersWriters.java:59", "Line Step", "file=ReadersWriters.java, line=59"
"Thread-3", "3740", "ReadersWriters.java:121", "Variable Write", "context=Database:1#read:9, result=55555"
"Thread-3", "3741", "ReadersWriters.java:121", "Method Exit", "returner=Database:1#read:9, value=55555"
"Thread-4", "3742", "ReadersWriters.java:59", "Field Read", "context=Database:1, s1"
"Thread-3", "3743", "ReadersWriters.java:140", "Method Returned", ""
"Thread-3", "3744", "ReadersWriters.java:140", "Line Step", "file=ReadersWriters.java, line=140"
